NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANCE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE 
CLUB DE PETITS DÉJEUNERS DU CANADA,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,700000,,,700000
FESTIVAL INTERNATIONAL DU CINÉMA POUR ENFANTS DE MONTRÉAL (FIFEM),100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,36000,,,36000
FONDATION DE LA VISITE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,106420,,,106420
FONDATION JASMIN ROY,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,90549,,,90549
FUSION JEUNESSE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,134863,,,134863
INSTITUT PACIFIQUE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,226169,,,226169
JEUNESSE AU SOLEIL,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,102330,,,102330
JEUNES MUSICIENS DU MONDE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,128000,,,128000
LA CANTINE POUR TOUS,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,97977,,,97977
LA MAISON BLEUE: MILIEU DE VIE PRÉVENTIF À L'ENFANCE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,60000,,,60000
LA TABLÉE DES CHEFS,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,59702,,,59702
"LES ATELIERS CINQ-ÉPICES, DES SAVEURS POUR TOUS",100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,30000,,,30000
MÈRES AVEC POUVOIR (MAP) MONTRÉAL,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,98140,,,98140
MU,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,56600,,,56600
NOURRI-SOURCE - MONTRÉAL,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,173094,,,173094
OXY-JEUNES INC.,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,34000,,,34000
"RÉPIT PROVIDENCE, MAISON HOCHELAGA-MAISONNEUVE",100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,131810,,,131810
RÉSEAU ENFANTS RETOUR CANADA,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,43254,,,43254
RÉSEAU RÉUSSITE MONTRÉAL,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,218801,,,218801
SPORTS MONTRÉAL INC.,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444003,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 2 935 819 $, POUR 2019 ET 2020, À 23 DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES 23 PROJETS ",CM19 1021,2019-09-17,185520,,,185520
PARTENARIAT DU QUARTIER DES SPECTACLES,100% VILLE,SERVICE DE LA CULTURE,DIRECTION,1191103003,"APPROUVER LE PROJET D'ADDENDA À LA CONVENTION DE CONTRIBUTION FINANCIÈRE AU PARTENARIAT DU QUARTIER DES SPECTACLES, COUVRANT LES ANNÉES 2019 À 2023 (CM18 1507), VISANT À AJOUTER UNE CONTRIBUTION SUPPLÉMENTAIRE, AU MONTANT DE 2 546 000 $ POUR LES ANNÉES 20",CM19 1029,2019-09-17,2546000,,,2546000
MUSÉE DES HOSPITALIÈRES DE L'HÔTEL-DIEU DE MONTRÉAL,100% VILLE,SERVICE DE LA CULTURE,DIRECTION DU DÉVELOPPEMENT CULTUREL,1187233001,ACCORDER UN SOUTIEN FINANCIER EXCEPTIONNEL DE 240 000 $ AU MUSÉE DES HOSPITALIÈRES DE L'HÔTEL-DIEU DE MONTRÉAL POUR SON FONCTIONNEMENT ET LE MAINTIEN DE SES ACTIVITÉS POUR UNE PÉRIODE TRANSITOIRE DU 1ER MAI AU 31 DÉCEMBRE 2019. APPROUVER LA CONVENTION À C,CM19 1115,2019-10-23,240000,,,240000
OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL,100% VILLE,SERVICE DE L'HABITATION,DIRECTION,1190498003,"ACCORDER UNE CONTRIBUTION FINANCIÈRE MAXIMALE À L’OFFICE MUNICIPAL D’HABITATION DE MONTRÉAL (OMHM) DE 1 198 786 $ EN 2020, 1 242 875 $ EN 2021 ET 1 288 650 $ EN 2022 POUR LA POURSUITE DES ACTIVITÉS DU SERVICE DE RÉFÉRENCE POUR LES PERSONNES SANS LOGIS ET ",CM19 1118,2019-10-23,4885311,,,4885311
CARREFOUR ACTION MUNICIPALE ET FAMILLES,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,3450,,,3450
CENTRE D’ÉDUCATION ET D’ACTION DES FEMMES DE MONTRÉAL INC.,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,193060,,,193060
CENTRE DE RESSOURCES DE LA TROISIÈME AVENUE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,13831,,,13831
"SOCIÉTÉ DE DÉVELOPPEMENT COMMUNAUTAIRE DE MONTRÉAL (SODECM), FAISANT AUSSI AFFAIRE SOUS CENTRE D'ÉCOLOGIE URBAINE DE MONTRÉAL",100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,25000,,,25000
"CENTRE D'INTÉGRATION À LA VIE ACTIVE POUR LES PERSONNES VIVANT AVEC UN HANDICAP PHYSIQUE, FAISANT AUSSI AFFAIRE SOUS CESAM",100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,26000,,,26000
CENTRE INTÉGRÉ UNIVERSITAIRE DE SANTÉ ET DE SERVICES SOCIAUX DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,50000,,,50000
DÉPÔT ALIMENTAIRE NDG,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,233835,,,233835
JE PASSE PARTOUT SERVICES DE SOUTIEN SCOLAIRE ET D'INTERVENTION FAMILIALE,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,22998,,,22998
L'ANONYME U.I.M.,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,135096,,,135096
REGROUPEMENT DES ORGANISMES COMMUNAUTAIRES FAMILLE DE MONTRÉAL (R.O.C.F.M.),100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 787 392 $, POUR L'ANNÉE 2019, À DIX DIFFÉRENTS ORGANISMES POUR LE PROJET ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE LA POLITIQUE DE L'ENFANT 2019-2020 / APPROUVER LES DIX PROJETS ",CM19 1196,2019-11-19,84122,,,84122
ATSA,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198119004,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 212 773 $ À L'ORGANISME ATSA POUR L'ÉVÉNEMENT « CUISINE TON QUARTIER » DANS LES HUIT ARRONDISSEMENTS DES TERRITOIRES D'INCLUSION PRIORITAIRES À L’ÉTÉ 2020 DANS LE CADRE DU PLAN D'ACTION DE LA VILLE DE MONTRÉA,CM19 1201,2019-11-19,212773,,,212773
UTILE ANGUS,100% VILLE,SERVICE DE L'HABITATION,DIRECTION,1198441002,"AUTORISER UNE AIDE FINANCIÈRE D’UN MAXIMUM DE 5 300 000 $ À L’ORGANISME À BUT NON LUCRATIF UTILE ANGUS, POUR L'ACQUISITION DU LOT 6 232 020 DU CADASTRE DU QUÉBEC ET LA CONSTRUCTION D’UN BÂTIMENT LOCATIF DESTINÉ À LA CLIENTÈLE ÉTUDIANTE DE MONTRÉAL, DANS L",CM19 1205,2019-11-19,5300000,,,5300000
MONTRÉAL EN FÊTES,100% VILLE,SERVICE DE LA CULTURE,DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS,1197883003,"ACCORDER UN SOUTIEN FINANCIER AU MONTANT TOTAL DE 125 000 $ À L'ORGANISME MONTRÉAL EN FÊTES, POUR LA RÉALISATION DE « MONTRÉAL EN FÊTES : PLACE NORDIQUE ET LE SPECTACLE DU NOUVEL AN » DANS LE VIEUX-MONTRÉAL POUR L'ANNÉE 2019 / APPROUVER LE PROJET DE CONVE",CM19 1343,2019-12-17,250000,,,250000
CENTRAIDE DU GRAND MONTRÉAL,100% VILLE,DIRECTION GÉNÉRALE,CABINET DU DIRECTEUR GÉNÉRAL,1197921001,FAIRE UN DON DE DEUX CENT SOIXANTE QUINZE MILLE DOLLARS (275 000 $) À L'ORGANISME CENTRAIDE DU GRAND MONTRÉAL DANS LE CADRE DE SA CAMPAGNE DE FINANCEMENT 2019.,CM19 1370,2019-12-18,275000,,,275000
CHAMBRE DE COMMERCE DU MONTRÉAL MÉTROPOLITAIN,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DE L'URBANISME,1198480003,"ACCORDER UN SOUTIEN FINANCIER DE 300 000 $ À LA CHAMBRE DE COMMERCE DU MONTRÉAL MÉTROPOLITAIN POUR L'ORGANISATION DE DEUX FORUMS STRATÉGIQUES ANNUELS, SUR UNE PÉRIODE DE TROIS ANS. DU 1ER JANVIER 2020 AU 31 DÉCEMBRE 2022 / APPROUVER UN PROJET DE CONVENTIO",CM19 1371,2019-12-18,300000,,,300000
CHAMBRE DE COMMERCE DU MONTRÉAL MÉTROPOLITAIN,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DE L'URBANISME,1198480002,"ACCORDER UN SOUTIEN FINANCIER DE 225 000 $ À LA CHAMBRE DE COMMERCE DU MONTRÉAL MÉTROPOLITAIN POUR LA RÉALISATION DE TROIS ÉTUDES PORTANT SUR LA MOBILITÉ DES PERSONNES, LA MOBILITÉ DES MARCHANDISES ET L'ABORDABILITÉ DES LOYERS COMMERCIAUX ET INDUSTRIELS M",CM19 1372,2019-12-18,225000,,,225000
FONDS VILLE-MARIE,100% VILLE,SERVICE DE L'URBANISME ET DE LA MOBILITÉ,DIRECTION DE L'URBANISME,1198480004,"ACCORDER UN SOUTIEN FINANCIER DE 750 000 $ AU FONDS VILLE-MARIE FAISANT AFFAIRES SOUS LE NOM MR3 MONTRÉAL RELÈVE, POUR LA PÉRIODE DU 1ER JANVIER 2020 AU 30 JUIN 2022 / APPROUVER UN PROJET DE CONVENTION À CET EFFET. AJUSTER LA BASE BUDGÉTAIRE DU SERVICE DE",CM19 1373,2019-12-18,750000,,,750000
ALTERGO,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1198444008,"ACCORDER UN SOUTIEN FINANCIER DE 150 000 $ À ALTERGO, AFIN DE RÉALISER LE PROJET « CONCERTATION EN ACCESSIBILITÉ UNIVERSELLE EN LOISIR », SOIT UN MONTANT DE 75 000 $ POUR 2019 ET UN MONTANT DE 75 000 $ POUR 2020, DANS LE CADRE DU BUDGET DU SERVICE DE LA D",CM19 1374,2019-12-18,150000,,,150000
CLUB DE TIR À L'ARC DE MONTRÉAL,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543004,"ACCORDER LA RECONNAISSANCE À 16 ORGANISMES, EN VERTU DE LA POLITIQUE DE RECONNAISSANCE ET DE SOUTIEN DES ORGANISMES DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVE/ ACCORDER UN SOUTIEN FINANCIER TOTALISANT 1 680 875,21 $ À 13 ORGANISMES SELON LE M",CM19 1375,2019-12-18,91404,,,91404
"CLUB D'ESCRIME ""FLEURET D'ARGENT""",100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543004,"ACCORDER LA RECONNAISSANCE À 16 ORGANISMES, EN VERTU DE LA POLITIQUE DE RECONNAISSANCE ET DE SOUTIEN DES ORGANISMES DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVE/ ACCORDER UN SOUTIEN FINANCIER TOTALISANT 1 680 875,21 $ À 13 ORGANISMES SELON LE M",CM19 1375,2019-12-18,"42887,25",,,"42887,25"
CLUB D'HALTÉROPHILIE DE MONTRÉAL,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543004,"ACCORDER LA RECONNAISSANCE À 16 ORGANISMES, EN VERTU DE LA POLITIQUE DE RECONNAISSANCE ET DE SOUTIEN DES ORGANISMES DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVE/ ACCORDER UN SOUTIEN FINANCIER TOTALISANT 1 680 875,21 $ À 13 ORGANISMES SELON LE M",CM19 1375,2019-12-18,"51454,38",,,"51454,38"
CLUB DE HAUTE PERFORMANCE MONTRÉAL-OLYMPIQUE INC.,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543004,"ACCORDER LA RECONNAISSANCE À 16 ORGANISMES, EN VERTU DE LA POLITIQUE DE RECONNAISSANCE ET DE SOUTIEN DES ORGANISMES DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVE/ ACCORDER UN SOUTIEN FINANCIER TOTALISANT 1 680 875,21 $ À 13 ORGANISMES SELON LE M",CM19 1375,2019-12-18,91260,,,91260
CLUB DE LUTTE INTER - CONCORDIA (C.L.I.C.),100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543004,"ACCORDER LA RECONNAISSANCE À 16 ORGANISMES, EN VERTU DE LA POLITIQUE DE RECONNAISSANCE ET DE SOUTIEN DES ORGANISMES DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVE/ ACCORDER UN SOUTIEN FINANCIER TOTALISANT 1 680 875,21 $ À 13 ORGANISMES SELON LE M",CM19 1375,2019-12-18,"51454,38",,,"51454,38"
CLUB DE JUDO MÉTROPOLITAIN INC.,100% VILLE,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543004,"ACCORDER LA RECONNAISSANCE À 16 ORGANISMES, EN VERTU DE LA POLITIQUE DE RECONNAISSANCE ET DE SOUTIEN DES ORGANISMES DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVE/ ACCORDER UN SOUTIEN FINANCIER TOTALISANT 1 680 875,21 $ À 13 ORGANISMES SELON LE M",CM19 1375,2019-12-18,"96139,08",,,"96139,08"
